food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio,PCA1,PCA2,Cluster
pound cake bread,215,9.6,1.7,2.4,5.2,28.2,10.0,3.9,0.9,0.0,0.2,12.3,0.0,0.041,0.0,0.0,0.028,2.6,0.3,0.08,0.0,0.0,0.8,0.0,25.3,0.077,1.2,10.5,0.1,165.0,115.5,0.02,0.3,69.1,168.3,0.7827906976744187,0.07255813953488371,0.5246511627906977,0.40186046511627904,126.0,0.586046511627907,0.09,0.17708333333333334,0.33149961597365213,1.106280972326825,1
white cake,264,9.2,2.4,3.9,2.3,42.3,26.3,4.0,0.6,1.5,0.2,17.2,0.043,0.1,0.037,0.07,0.2,1.1,0.1,0.02,0.1,0.0,0.073,0.04,96.2,0.003,1.1,8.9,0.1,68.8,70.3,0.033,0.2,153.59,134.7,0.5102272727272726,0.06060606060606061,0.6409090909090909,0.3136363636363636,79.2,0.3,0.022813688212927754,0.2608695652173913,0.4691091077327951,0.7987319158620049,1
popcorn cake,38,0.3,0.074,0.06,0.1,8.0,0.001,1.0,0.3,0.0,0.05,0.5,0.0,0.079,0.068,0.0,0.06,0.6,0.002,0.076,0.0,0.0,0.073,0.005,0.9,0.067,0.2,15.9,0.037,27.7,32.7,0.079,0.4,10.7,58.134,1.529842105263158,0.10526315789473684,0.8421052631578947,0.07105263157894737,48.6,1.2789473684210526,300.0,0.24666666666666667,-1.2760181245673785,-1.3186345931465715,1
banana cream pie,3190,161.3,44.6,67.8,39.0,390.2,143.0,52.2,8.3,604.9,2.8,568.1,0.7,1.6,0.3,0.006,2.5,12.5,4.6,1.6,19.0,0.009,4.7,0.069,889.5,0.6,12.3,189.8,1.8,1091.1,1956.9,0.1,5.7,1533.5,2748.809,0.8616956112852665,0.06545454545454546,0.48927899686520376,0.4550783699059561,2146.7090000000003,0.6729495297805643,0.058041958041958046,0.27650340979541227,23.4693177529929,0.40041895480830847,2
baked apple pie mcdonalds,91,4.4,1.1,2.6,0.3,12.3,4.9,0.9,0.6,0.0,0.076,10.5,0.0,0.093,0.053,0.0,0.045,0.7,0.036,0.027,9.1,0.0,0.5,0.0,5.4,0.03,0.6,2.0,0.071,10.2,17.8,0.0,0.0,33.3,37.6,0.4131868131868132,0.03956043956043956,0.5406593406593407,0.4351648351648352,19.8,0.2175824175824176,0.12244897959183672,0.25,-0.7308426697145197,1.3320993182875107,1
dutch apple pie,397,15.8,3.2,7.9,2.9,61.0,30.2,3.0,2.2,0.0,0.3,56.3,0.008,0.3,0.033,0.0,0.07,1.5,0.1,0.0,7.8,0.0,1.3,0.071,19.2,0.2,1.2,11.0,0.3,39.7,104.1,0.038,0.3,110.281,195.3,0.49193954659949624,0.030226700251889168,0.6146095717884131,0.3581863979848867,115.1,0.2899244332493703,0.07284768211920531,0.20253164556962025,1.3590214530179878,0.8446336990473907,1
marshmallow,64,0.033,0.045,0.035,0.06,16.3,11.5,0.4,0.013,0.0,0.039,3.3,0.0,0.015,0.011,0.0,0.028,0.038,0.014,0.062,0.0,0.0,0.0,0.0,0.6,0.002,0.038,0.4,0.003,1.6,1.0,0.009,0.06,17.445,18.253,0.285203125,0.025,1.01875,0.004640625000000001,1.4,0.021875,0.0011304347826086956,1.3636363636363635,-1.431527383512115,-0.03925226374461883,1
toffee,67,3.9,2.5,1.1,0.1,7.8,7.6,0.1,0.0,12.5,0.044,0.04,0.033,0.074,0.059,0.021,0.076,0.001,0.098,0.044,0.099,0.079,0.0,0.1,0.097,4.1,0.092,0.094,0.5,0.082,3.8,6.1,0.031,12.023,15.572999999999997,0.23243283582089547,0.005970149253731343,0.46567164179104475,0.5238805970149254,3.973,0.05929850746268656,0.0,0.6410256410256411,-0.8072178657739078,1.6769668056548186,1
vanilla fudge with nuts,123,3.9,1.1,0.7,1.9,21.1,20.1,0.8,0.3,3.7,0.075,2.3,0.064,0.079,0.012,0.018,0.077,0.042,0.046,0.041,0.074,0.0,0.087,0.056,13.3,0.012,0.1,6.8,0.1,20.7,29.1,0.016,0.2,39.577,61.800000000000004,0.5024390243902439,0.026016260162601626,0.686178861788618,0.2853658536585366,35.9,0.291869918699187,0.014925373134328356,0.2820512820512821,-0.548798331226169,0.7672489523234329,1
peanuts chocolate coated,21,1.3,0.6,0.5,0.2,2.0,1.5,0.5,0.2,0.4,0.063,0.008,0.09,0.023,0.014,0.019,0.078,0.2,0.027,0.026,0.0,0.0,0.001,0.054,4.2,0.067,0.037,3.8,0.042,8.5,20.1,0.005,0.1,8.305,27.900000000000002,1.3285714285714287,0.09523809523809523,0.38095238095238093,0.5571428571428572,23.900000000000002,1.1380952380952383,0.13333333333333333,0.4615384615384615,-1.0566327707855028,1.5327770303952184,1
caramel with nuts chocolate coated,66,2.9,0.7,1.3,0.8,8.5,5.8,1.3,0.6,0.0,0.041,0.9,0.028,0.067,0.066,0.0,0.004,0.7,0.0,0.05,0.2,0.0,0.2,0.024,10.9,0.05,0.2,11.3,0.0,23.2,62.3,0.094,0.3,24.683,86.8,1.3151515151515152,0.0787878787878788,0.5151515151515151,0.39545454545454545,73.6,1.115151515151515,0.10344827586206896,0.24137931034482757,-0.8141413519631572,1.0207223496984306,1
rolo nestle,24,1.0,0.6,3.4,2.9,0.2,0.078,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234,7.109,0.29620833333333335,0.0014999999999999998,0.03333333333333333,0.375,0.0,0.0,0.0,0.6,-0.6702416346559015,2.127538290749792,1
vanilla fudge,108,1.5,1.0,0.4,0.084,23.2,22.6,0.3,0.0,4.2,0.04,3.1,0.063,0.013,0.056,0.076,0.012,0.093,0.015,0.095,0.0,0.0,0.067,0.026,10.8,0.036,0.036,0.8,0.045,8.5,13.9,0.004,0.089,35.944,39.684,0.3674444444444444,0.011111111111111112,0.8592592592592593,0.125,14.700000000000001,0.13611111111111113,0.0,0.6666666666666666,-0.9407989797586798,0.29908119955576223,1
praline,189,10.1,0.9,5.7,3.0,23.2,21.8,1.3,1.4,0.0,0.016,4.0,0.0,0.066,0.096,0.0,0.071,0.2,0.1,0.021,0.1,0.0,0.2,0.033,16.8,0.2,0.5,19.1,0.7,40.6,84.6,0.021,0.7,53.4,139.2,0.7365079365079364,0.027513227513227514,0.491005291005291,0.4809523809523809,103.69999999999999,0.5486772486772487,0.06422018348623852,0.08910891089108912,0.31267831243537386,1.2927056562157926,1
fruit juice bar,67,0.089,0.0,0.0,0.026,15.6,13.5,0.9,0.8,0.0,0.011,60.3,0.0,0.022,0.032,0.0,0.055,0.1,0.099,0.094,7.3,0.0,0.0,0.092,3.9,0.0,0.1,3.1,0.1,4.6,40.8,0.007,0.068,28.671,61.226,0.9138208955223881,0.05373134328358209,0.9313432835820895,0.011955223880597015,43.9,0.6552238805970149,0.05925925925925926,0.0,-1.2871894981308778,-0.1365451327595505,1
peanut brittle,138,5.4,1.2,2.3,1.3,20.2,14.5,2.1,0.7,3.4,0.1,0.2,0.051,0.015,0.046,0.0,0.098,0.7,0.1,0.029,0.0,0.0,0.7,0.06,7.6,0.086,0.3,11.9,0.2,30.0,47.5,0.037,0.2,36.343,87.2,0.6318840579710145,0.06086956521739131,0.5855072463768116,0.3521739130434783,59.4,0.43043478260869567,0.04827586206896552,0.2222222222222222,-0.3588692924353981,0.9633935380727316,1
butterscotch,21,0.2,0.1,0.07,0.076,4.8,4.3,0.079,0.0,0.5,0.039,0.3,0.076,0.008,0.0,0.0,0.087,0.093,0.075,0.0,0.0,0.0,0.059,0.092,0.2,0.062,0.02,0.0,0.076,0.04,0.2,0.011,0.001,5.351,5.324999999999999,0.25357142857142856,0.015047619047619048,0.9142857142857143,0.08571428571428572,0.2,0.009523809523809525,0.0,0.5,-1.6046303227201941,0.3334687925860825,1
chocolate coffee beans,155,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,0.7,0.049,0.007,0.016,0.063,0.011,0.052,0.1,0.002,0.0,0.0,0.1,0.04,47.8,0.1,0.6,18.1,0.2,53.2,116.9,0.056,0.6,77.127,163.7,1.0561290322580645,0.05419354838709678,0.40258064516129033,0.5458064516129033,135.0,0.8709677419354839,0.11111111111111112,0.5425531914893617,0.12850743434770842,1.483757481972494,1
nougat with almonds,56,0.2,0.2,0.0,0.0,12.9,11.7,0.5,0.5,0.0,0.061,0.3,0.0,0.058,0.044,0.0,0.045,0.083,0.044,0.001,0.096,0.0,0.4,0.0,4.5,0.051,0.082,4.5,0.043,7.7,14.7,0.062,0.051,18.658,33.3,0.5946428571428571,0.03571428571428571,0.9214285714285715,0.03214285714285715,19.2,0.34285714285714286,0.042735042735042736,1.0,-1.3691561895580107,0.030622298280961177,1
carob,135,7.8,7.3,0.1,0.028,14.1,8.5,2.0,1.0,0.3,0.015,0.4,0.0,0.0,0.02,0.087,0.086,0.027,0.3,0.2,0.007,0.1,0.0,0.4,0.051,75.8,0.011,0.3,9.0,0.059,31.5,158.3,0.087,25.013,56.428000000000004,0.41798518518518524,0.05925925925925926,0.41777777777777775,0.52,31.9,0.23629629629629628,0.11764705882352941,0.9358974358974359,-0.2664448585094463,1.675970553882781,1
peanut butter fudge,62,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,1.7,0.081,0.064,0.09,0.095,0.07,0.2,0.028,0.052,0.0,0.0,0.2,0.068,6.7,0.016,0.072,3.2,0.077,10.9,19.0,0.007,0.021,21.055,36.400000000000006,0.5870967741935484,0.03870967741935484,0.8,0.15967741935483873,22.2,0.35806451612903223,0.008547008547008548,0.2727272727272727,-1.184650560264393,0.444511535173267,1
sugar coated almonds,17,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0.0,0.021,0.094,0.0,0.08,0.033,0.0,0.098,0.046,0.029,0.092,0.0,0.0,0.4,0.0,3.5,0.073,0.061,4.8,0.091,5.8,8.9,0.009,0.085,6.936,17.029,1.0017058823529412,0.09411764705882353,0.5647058823529412,0.3176470588235294,13.7,0.8058823529411764,0.005909090909090908,0.02666666666666667,-1.3158204838903331,0.9710263387419195,1
chocolate coated marshmallow,118,4.7,1.3,2.6,0.5,19.0,12.5,1.1,0.6,0.0,0.002,2.8,0.043,0.07,0.002,0.098,0.027,0.2,0.1,0.087,0.093,0.0,0.022,0.03,12.9,0.013,0.7,10.1,0.061,27.2,51.0,0.076,0.2,39.096,86.2,0.7305084745762712,0.03728813559322034,0.6440677966101694,0.35847457627118645,61.1,0.5177966101694915,0.048,0.2765957446808511,-0.550925870389226,0.9138169922555726,1
raisins chocolate coated,390,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3.0,0.021,11.2,0.059,0.018,0.016,0.066,0.2,0.4,0.3,0.08,0.2,0.0,0.3,0.054,86.0,0.4,1.7,45.0,0.4,143.0,514.0,0.053,1.3,178.329,648.5999999999999,1.663076923076923,0.04205128205128205,0.7015384615384616,0.34153846153846157,559.0,1.4333333333333333,0.04983922829581994,0.6959459459459459,2.0782987756915445,-0.16002965027161095,1
chewing gum,11,0.032,0.058,0.06,0.015,2.9,2.0,0.0,0.012,0.0,0.083,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.045,0.0,2.973,3.0949999999999998,0.2813636363636363,0.0,1.0545454545454545,0.026181818181818185,0.05,0.004545454545454546,0.006,1.8125,-1.798337297839679,0.07664538888989925,1
chocolate syrup,109,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1.0,0.0,0.061,12.1,0.0,0.055,0.096,0.0,0.099,0.1,0.096,0.089,0.009,0.0,0.086,0.049,5.5,0.2,0.8,25.4,0.1,50.3,87.4,0.08,0.3,33.955,140.311,1.287256880733945,0.029357798165137616,0.9321100917431192,0.03302752293577982,112.80000000000001,1.034862385321101,0.051546391752577324,0.5,-0.9097943986546603,-0.3725918496174823,1
chocolate fudge syrup,67,1.7,0.8,0.7,0.086,12.0,6.6,0.9,0.5,0.2,0.084,4.1,0.07,0.015,0.079,0.029,0.077,0.02,0.073,0.046,0.023,0.0,0.5,0.035,9.3,0.076,0.2,9.1,0.013,18.4,54.0,0.044,0.2,24.726,78.086,1.1654626865671642,0.05373134328358209,0.7164179104477612,0.22835820895522385,63.1,0.9417910447761194,0.07575757575757576,0.4705882352941177,-1.0780928220412391,0.5050203381281935,1
m ms milk chocolate mars,207,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,0.7,0.086,0.097,0.016,0.063,0.08,0.1,0.1,0.015,0.2,0.0,0.2,0.032,44.1,0.1,0.5,18.5,0.1,61.3,109.6,0.064,0.7,86.651,169.1,0.8169082125603865,0.034782608695652174,0.5777777777777777,0.3869565217391305,128.1,0.618840579710145,0.0449438202247191,0.6179775280898876,0.22965784204113293,0.9226028465787454,1
milk chocolate with almonds,216,14.1,7.3,4.9,1.2,21.9,18.0,3.7,2.5,7.8,0.051,0.6,0.049,0.02,0.06,0.093,0.2,0.3,0.2,0.047,0.084,0.0,1.3,0.016,91.8,0.2,0.7,36.9,0.3,108.2,182.0,0.067,0.5,134.811,260.4,1.2055555555555555,0.06851851851851852,0.4055555555555555,0.5874999999999999,218.9,1.013425925925926,0.1388888888888889,0.5177304964539007,0.8171810125508263,1.4125738929368157,1
chocolate fudge,70,1.8,1.1,0.5,0.055,13.0,12.4,0.4,0.3,2.4,0.032,1.7,0.067,0.028,0.062,0.061,0.029,0.054,0.011,0.044,0.0,0.0,0.075,0.068,8.3,0.059,0.3,6.1,0.044,12.1,22.8,0.01,0.2,24.119,44.254999999999995,0.6322142857142856,0.022857142857142857,0.7428571428571429,0.23142857142857143,28.9,0.4128571428571428,0.024193548387096774,0.6111111111111112,-1.0573139284262445,0.6147860453380932,1
m ms peanut chocolate mars,93,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,0.4,0.035,0.064,0.097,0.051,0.062,0.6,0.1,0.061,0.0,0.0,0.5,0.086,18.4,0.057,0.2,12.4,0.1,34.2,62.5,0.099,0.3,36.623,92.1,0.9903225806451612,0.07311827956989247,0.46881720430107526,0.4548387096774194,74.9,0.8053763440860215,0.07692307692307693,0.3829787234042553,-0.5629955514056882,1.2356104528207572,1
dark chocolate,165,9.7,5.7,2.9,0.3,18.0,13.8,1.5,2.2,2.1,0.013,0.3,0.074,0.0,0.052,0.0,0.077,0.004,0.2,0.084,0.064,0.0,0.0,0.2,0.087,17.1,0.3,2.4,45.6,0.4,64.2,170.4,0.033,31.848,97.2,0.5890909090909091,0.03636363636363636,0.43636363636363634,0.5290909090909091,66.60000000000001,0.4036363636363637,0.15942028985507248,0.5876288659793815,0.027721710724787216,1.5493319531971106,1
chocolate semisweet,806,50.4,29.8,16.7,1.6,107.4,91.6,7.1,9.9,0.0,0.042,1.2,0.0,0.023,0.094,0.0,0.2,0.7,0.2,0.036,0.0,0.0,0.4,0.066,53.8,1.2,5.3,193.2,1.3,221.8,613.2,0.055,2.7,233.9,978.9000000000001,1.2145161290322581,0.03523573200992556,0.5330024813895782,0.5627791563275434,806.4000000000001,1.0004962779156328,0.10807860262008735,0.5912698412698413,6.735773779698322,0.2693418170859855,2
after eight mints nestle,36,1.0,0.7,0.0,0.0,6.7,5.6,0.1,0.2,0.0,0.025,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,9.163,7.7,0.2138888888888889,0.011111111111111112,0.7444444444444445,0.25,0.0,0.0,0.03571428571428572,0.7,-1.3387166197954636,0.7995994948457444,1
milk chocolate,37,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,0.1,0.049,0.097,0.033,0.01,0.066,0.079,0.087,0.089,0.0,0.0,0.003,0.017,13.2,0.083,0.2,4.4,0.014,14.6,26.0,0.007,0.2,20.464,37.135999999999996,1.0036756756756755,0.05405405405405406,0.4540540540540541,0.5108108108108109,30.4,0.8216216216216216,0.05555555555555556,0.6190476190476191,-1.0096432212425315,1.4341567731749014,1
white chocolate,162,9.6,5.8,2.7,0.3,17.8,17.7,1.8,0.081,6.3,0.009,0.4,0.072,0.072,0.051,0.022,0.091,0.2,0.2,0.042,0.2,0.0,0.3,0.082,59.7,0.01,0.025,3.6,0.1,52.8,85.8,0.073,0.2,89.212,117.881,0.7276604938271605,0.044444444444444446,0.4395061728395062,0.5333333333333333,89.39999999999999,0.5518518518518518,0.004576271186440679,0.6041666666666666,-0.016042426883189218,1.611656976606178,1
chocolate,208,14.0,8.2,4.6,0.4,24.8,21.1,1.6,2.3,0.0,0.001,0.2,0.0,0.094,0.069,0.0,0.026,0.3,0.019,0.091,0.0,0.0,0.1,0.074,9.8,0.2,1.1,46.3,0.2,60.3,118.9,0.018,0.6,53.6,207.10000000000002,0.995673076923077,0.03076923076923077,0.47692307692307695,0.6057692307692307,165.2,0.7942307692307692,0.10900473933649288,0.5857142857142856,0.7259826418414308,1.4164624307723948,1
twix mars,146,7.2,5.5,0.9,0.2,18.8,14.0,1.4,0.3,2.0,0.064,1.2,0.081,0.062,0.048,0.007,0.036,0.073,0.3,0.03,0.099,0.2,0.0,0.2,0.085,30.7,0.042,0.2,7.8,0.071,30.5,53.9,0.065,27.86,58.0,0.3972602739726027,0.03835616438356164,0.5150684931506849,0.4438356164383561,30.9,0.21164383561643835,0.02142857142857143,0.7638888888888888,-0.32375648782978406,1.414190065348589,1
kit kat nestle,62,3.3,2.2,0.6,0.097,7.6,6.5,0.7,0.2,1.1,0.022,0.1,0.0,0.0,0.094,0.047,0.0,0.071,0.035,0.065,0.0,0.2,0.0,0.0,0.0,16.6,0.059,0.1,0.2,0.0,13.4,35.3,0.0,11.843,25.096999999999998,0.4047903225806451,0.04516129032258064,0.49032258064516127,0.4790322580645161,13.700000000000001,0.22096774193548388,0.03076923076923077,0.6666666666666667,-0.8744053963112829,1.4837122068197313,1
snickers mars,280,13.6,5.2,4.5,1.7,35.1,28.8,4.3,1.3,7.4,0.1,3.2,0.2,0.009,0.015,0.089,0.078,0.092,2.1,0.3,0.077,0.3,0.0,0.9,0.015,53.0,0.2,0.4,41.0,0.2,108.3,184.1,0.0,54.826,161.1,0.5753571428571428,0.06142857142857142,0.5014285714285714,0.4371428571428571,109.0,0.3892857142857143,0.04513888888888889,0.3823529411764706,0.7398866576566983,1.2507922156687188,1
milky way mars,264,10.0,7.0,1.3,0.2,41.3,34.6,2.3,0.6,5.2,0.021,3.7,0.1,0.065,0.085,0.079,0.011,0.081,0.0,0.09,0.068,0.4,0.072,0.5,0.038,66.7,0.047,0.3,11.6,0.095,38.9,71.9,0.073,54.438,92.29999999999998,0.34962121212121205,0.034848484848484844,0.6257575757575757,0.3409090909090909,39.6,0.15,0.017341040462427744,0.7,0.37611484946410656,0.9577979208912312,1
clif bar,235,4.0,1.0,0.7,1.5,44.5,21.5,10.0,5.0,0.0,0.1,7.5,0.0,0.4,0.076,0.055,0.3,3.0,1.5,0.4,60.0,0.0,0.2,0.089,250.2,0.3,4.5,100.0,1.5,199.9,280.2,0.048,3.0,378.2,442.9,1.8846808510638298,0.1702127659574468,0.7574468085106383,0.15319148936170213,380.2,1.617872340425532,0.23255813953488372,0.25,0.853240779484992,-0.8839958108507114,1
gum drops,18,0.042,0.05,0.1,0.012,4.4,3.5,0.0,0.0,0.0,0.008,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,4.418,4.561999999999999,0.2534444444444444,0.0,0.9777777777777779,0.021,0.0,0.0,0.0,1.1904761904761905,-1.7098545175067732,0.156431759630562,1
skittles wild berry mars,249,2.6,2.6,0.0,0.0,56.3,47.1,0.1,0.0,0.0,0.036,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.6,59.0,0.23694779116465864,0.001606425702811245,0.9044176706827308,0.09397590361445785,0.0,0.0,0.0,1.0,-0.09091163800999354,-0.0058252061645062535,1
skittles original mars,251,2.7,2.6,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.025,2.4,0.0,0.0,0.0,0.0,0.033,0.037,0.016,0.097,41.4,0.0,0.1,0.036,0.0,0.087,0.0,0.6,0.073,0.6,7.4,0.044,0.03,100.5,67.0,0.26693227091633465,0.0015936254980079682,0.8972111553784861,0.09681274900398407,8.0,0.03187250996015936,0.0,0.9629629629629629,-0.07593504077229879,-0.0060612031016228545,1
skittles tropical mars,251,2.7,0.0,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.095,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,56.4,0.2247011952191235,0.0015936254980079682,0.8972111553784861,0.09681274900398407,0.0,0.0,0.0,0.0,-0.2037068376163041,-0.0777073634528583,1
fruit leather,52,0.4,0.025,0.2,0.05,12.0,6.9,0.029,0.0,0.0,0.0,1.4,0.0,0.051,0.081,0.0,0.05,0.03,0.078,0.016,16.8,0.0,0.02,0.003,4.5,0.06,0.1,2.8,0.083,4.3,41.2,0.034,0.014,33.811,56.304,1.0827692307692307,0.002230769230769231,0.9230769230769231,0.06923076923076923,44.0,0.8461538461538461,0.0,0.0625,-1.4534254134093803,0.054833190741688395,1
taffy,60,0.5,0.3,0.1,0.045,13.7,10.3,0.087,0.0,1.4,0.028,0.7,0.096,0.026,0.011,0.0,0.0,0.046,0.018,0.013,0.0,0.0,0.0,0.062,0.034,1.2,0.0,0.016,0.0,0.0,0.2,0.5,0.054,14.358,14.447999999999999,0.2408,0.0058,0.9133333333333333,0.075,0.21600000000000003,0.0036000000000000003,0.0,0.6,-1.3768042188061616,0.2549757623534468,1
caramels,39,0.8,0.3,0.2,0.4,7.8,6.6,0.5,0.0,0.7,0.015,0.9,0.021,0.005,0.061,0.03,0.04,0.094,0.092,0.088,0.024,0.0,0.002,0.014,13.9,0.06,0.049,1.7,0.006,11.5,21.6,0.087,0.057,23.208,32.5,0.8333333333333334,0.05128205128205128,0.7999999999999999,0.18461538461538463,23.3,0.5974358974358974,0.0,0.37499999999999994,-1.34359873674065,0.48236705887393694,1
hard candy,24,0.067,0.0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,0.021,0.05,0.0,0.021,0.0,0.0,0.084,0.039,0.09,0.035,0.0,0.0,0.0,0.0,0.2,0.071,0.038,0.2,0.082,0.2,0.3,0.052,0.059,6.182,6.4,0.26666666666666666,0.0,0.9833333333333334,0.025124999999999998,0.5,0.020833333333333332,0.0,0.0,-1.6743304123263907,0.14375923446669076,1
jellybeans,4,0.043,0.0,0.0,0.0,1.0,0.8,0.0,0.083,0.0,0.076,0.051,0.0,0.04,0.0,0.0,0.017,0.099,0.098,0.09,0.0,0.0,0.0,0.0,0.08,0.038,0.029,0.055,0.013,0.027,0.4,0.052,0.032,1.216,1.5379999999999998,0.38449999999999995,0.0,1.0,0.09674999999999999,0.455,0.11375,0.10375,0.0,-1.7632362764708676,0.2546822634521818,1
jellies,56,0.069,0.033,0.059,0.071,14.7,10.8,0.005,0.2,0.0,0.016,6.3,0.0,0.055,0.098,0.0,0.1,0.039,0.045,0.046,0.2,0.0,0.0,0.063,1.5,0.012,0.084,1.3,0.096,1.3,11.3,0.1,0.041,16.779,27.668,0.49407142857142855,0.00035714285714285714,1.05,0.011089285714285715,12.600000000000001,0.22500000000000003,0.018518518518518517,0.47826086956521735,-1.4773852944031696,-0.09936668685523094,1
wheat germ toasted,115,3.2,0.5,0.5,2.0,14.9,2.3,8.7,4.5,0.0,0.06,1.7,0.0,0.5,0.1,0.0,0.2,1.7,0.4,0.3,1.8,0.0,4.8,0.098,13.5,0.2,2.7,96.0,6.0,343.8,284.1,0.047,5.0,49.3,411.20000000000005,3.575652173913044,0.3026086956521739,0.5182608695652174,0.25043478260869567,380.1,3.305217391304348,1.956521739130435,0.15625,0.17307888389797102,-0.5179224516594104,1
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0.0,0.086,1.0,0.0,0.034,0.046,0.0,0.084,0.7,0.0,0.051,0.0,0.0,0.043,0.0,9.0,0.067,0.4,28.2,0.0,90.6,76.2,0.034,0.5,42.6,137.5,1.1088709677419355,0.07419354838709677,0.8870967741935484,0.07983870967741936,104.4,0.8419354838709678,0.793103448275862,0.18181818181818182,-0.7918635078105775,-0.25053701054405647,1
barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0.0,0.016,1.2,0.0,0.017,0.002,0.0,0.096,0.6,0.035,0.034,0.0,0.0,0.052,0.061,3.5,0.059,0.3,9.5,0.2,26.5,33.6,0.019,0.3,16.3,55.675000000000004,1.3255952380952383,0.11428571428571428,0.8857142857142858,0.02142857142857143,43.1,1.0261904761904763,20.21276595744681,0.41,-1.4136774560076149,-0.2495817844948195,1
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0.0,0.071,4.5,0.0,0.1,0.076,0.0,0.018,2.6,0.5,0.2,0.0,0.0,0.093,0.044,17.5,0.2,1.2,82.0,1.5,150.0,205.0,0.073,1.0,72.6,340.65999999999997,1.9921637426900582,0.14269005847953214,0.8865497076023392,0.03684210526315789,287.0,1.6783625730994152,45.99999999999999,0.14285714285714288,0.09154954539568583,-1.517219726965014,1
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0.0,0.036,7.2,0.0,3.2,0.028,0.0,0.3,40.1,8.7,4.8,0.0,0.0,5.8,0.051,67.3,0.9,21.9,921.6,16.8,1978.9,1752.3,0.018,7.1,213.0,2795.7,7.495174262734584,0.16943699731903486,0.6284182305630027,0.5935656836461126,2673.9,7.168632707774799,22.545454545454543,0.1991869918699187,8.17835363889314,-6.154756237953994,0
chaptti roti indian bread,491,2.5,2.5,99.9,17.5,0.089,68.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551,126.989,0.25863340122199596,0.05702647657841141,0.0007250509164969449,0.045824847250509164,0.0,0.0,0.0,1.0,7.262875890300863,5.184901247197814,2
quinoa cooked,222,3.6,0.4,1.0,2.0,39.4,1.6,8.1,5.2,0.0,0.026,132.5,0.0,0.2,0.084,0.0,0.2,0.8,0.0,0.2,0.0,0.0,1.2,0.0,31.5,0.4,2.8,118.4,1.2,281.2,318.2,0.058,2.0,90.6,492.7,2.2193693693693692,0.14594594594594593,0.7099099099099099,0.14594594594594593,436.6,1.9666666666666668,3.25,0.11111111111111112,0.6623569533956951,-0.9140334487264723,1
